Шал,Тагт,Ашиглалтанд орсон он,Гараж,Цонх,Барилгын давхар,Хаалга,Талбай,Хэдэн давхарт,Лизинг,Дүүрэг,Цонхны тоо,Байршил,Үнэ
Паркет,1тагттай,2020,Байхгүй,Вакум,10,Бүргэд,45.0м²,6,Хувьлизингтэй,Хан-Уул,3,Нисэх,"1,85сая"
Паркет,1тагттай,2011,Байхгүй,Вакум,5,Бүргэд,180.0м²,4,Лизинггүй,Хан-Уул,6,Зайсан,400сая
Паркет,1тагттай,2008,Байхгүй,Вакум,6,Бүргэд,135.0м²,5,Лизинггүй,Хан-Уул,6,Нарханхотхон,216сая
Паркет,1тагттай,2021,Байхгүй,Вакум,16,Бүргэд,71.0м²,12,Хувьлизингтэй,СонгиноХайрхан,5,21-рхороолол,155сая
Паркет,1тагттай,2020,Байхгүй,Вакум,16,Бүргэд,64.35м²,15,Хувьлизингтэй,СонгиноХайрхан,3,21-рхороолол,112сая
Паркет,1тагттай,2013,Байгаа,Вакум,10,Бүргэд,53.2м²,1,Банкнылизингтэй,Баянгол,2,Алтайхотхон,85сая
Паркет,1тагттай,2017,Байгаа,Вакум,7,Төмөр,96.0м²,7,Лизинггүй,Хан-Уул,5,Бусад,"2,6сая"
Паркет,1тагттай,2016,Байгаа,Вакум,6,Төмөр,227.0м²,2,Лизинггүй,Баянзүрх,5,Бусад,410сая
Паркет,1тагттай,2003,Байгаа,Вакум,6,Бүргэд,76.0м²,4,Лизинггүй,Баянгол,4,10-рхороолол,130сая
Паркет,1тагттай,2017,Байгаа,Вакум,16,Бүргэд,177.0м²,9,Лизинггүй,Баянзүрх,6,Баянмонголхороолол,"442,5сая"
Паркет,2тагттай,2011,Байхгүй,Вакум,12,Бүргэд,43.0м²,11,Банкнылизингтэй,Баянзүрх,2,Офицер,77сая
Паркет,1тагттай,2015,Байгаа,Вакум,10,Төмөр,49.0м²,10,Банкнылизингтэй,Баянзүрх,2,Амгалан,85сая
Паркет,1тагттай,2021,Байхгүй,Вакум,12,Бүргэд,80.7м²,6,Лизинггүй,Баянзүрх,4,Зүүн4зам,121сая
Паркет,1тагттай,2016,Байгаа,Вакум,12,Төмөр,71.0м²,3,Лизинггүй,Баянзүрх,3,14-рхороолол,110сая
Паркет,Тагтгүй,2015,Байгаа,Вакум,15,Төмөр,70.0м²,5,Лизинггүй,Баянзүрх,3,15-рхороолол,155сая
Паркет,1тагттай,1990,Байхгүй,Вакум,9,Бүргэд,80.0м²,2,Банкнылизингтэй,Баянзүрх,4,13-рхороолол,140сая
Паркет,1тагттай,2018,Байхгүй,Вакум,9,Төмөрвакум,38.7м²,8,Лизинггүй,Баянзүрх,2,Офицер,"1,75сая"
Паркет,1тагттай,2015,Байхгүй,Вакум,12,Бүргэд,46.7м²,12,Лизинггүй,Баянгол,2,Алтайхотхон,81сая
Паркет,1тагттай,2020,Байхгүй,Вакум,16,Бүргэд,46.55м²,7,Лизинггүй,Баянзүрх,2,13-рхороолол,"3,55сая"
Паркет,1тагттай,2011,Байгаа,Вакум,9,Төмөр,79.9м²,6,Лизинггүй,Хан-Уул,4,Зайсан,131сая
Паркет,1тагттай,2014,Байхгүй,Вакум,10,Бүргэд,55.0м²,10,Лизинггүй,Баянзүрх,3,16-рхороолол,73сая
Паркет,1тагттай,2017,Байхгүй,Вакум,12,Бүргэд,55.01м²,6,Лизинггүй,Баянзүрх,2,16-рхороолол,85сая
Ламинат,1тагттай,2013,Байгаа,Вакум,7,Төмөр,189.0м²,1,Лизинггүй,Хан-Уул,8,Japantown,"4,3сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,25,Бүргэд,69.93м²,6,Лизинггүй,Хан-Уул,4,Хүннү,"3,1сая"
Паркет,1тагттай,2014,Байгаа,Вакум,6,Бүргэд,33.0м²,5,Лизинггүй,СонгиноХайрхан,2,21-рхороолол,"1,6сая"
Паркет,1тагттай,2018,Байхгүй,Вакум,12,Төмөрвакум,52.0м²,8,Банкнылизингтэй,Хан-Уул,2,Нисэх,88сая
Паркет,1тагттай,1989,Байхгүй,Вакум,9,Бүргэд,86.0м²,8,Банкнылизингтэй,Баянгол,4,"3,4хороолол",145сая
Паркет,1тагттай,2015,Байхгүй,Вакум,9,Бүргэд,43.0м²,8,Лизинггүй,Хан-Уул,3,Нисэх,65сая
Паркет,1тагттай,2020,Байхгүй,Вакум,10,Бүргэд,55.05м²,7,Лизинггүй,Хан-Уул,3,Яармаг,"151,39сая"
Паркет,1тагттай,2018,Байхгүй,Вакум,13,Бүргэд,39.0м²,9,Лизинггүй,Хан-Уул,1,Алтайхотхон,68сая
Паркет,1тагттай,2011,Байхгүй,Вакум,4,Бүргэд,40.9м²,3,Лизинггүй,Баянзүрх,2,Шархад,38сая
Паркет,1тагттай,2021,Байхгүй,Вакум,7,Бүргэд,58.0м²,2,Лизинггүй,Хан-Уул,2,Бусад,140сая
Паркет,1тагттай,2011,Байхгүй,Вакум,12,Бүргэд,50.0м²,5,Лизинггүй,Хан-Уул,2,Хос-Өргөө,95сая
Паркет,2тагттай,2018,Байхгүй,Вакум,15,Бүргэд,113.0м²,5,Лизинггүй,Сүхбаатар,4,Бусад,515сая
Паркет,1тагттай,2012,Байхгүй,Вакум,16,Бүргэд,43.0м²,11,Лизинггүй,Баянгол,2,10-рхороолол,75сая
Паркет,2тагттай,2019,Байхгүй,Вакум,6,Бүргэд,130.0м²,3,Лизинггүй,Хан-Уул,3,Бусад,650сая
Паркет,2тагттай,1987,Байхгүй,Вакум,9,Бүргэд,64.0м²,6,Лизинггүй,Баянгол,4,Бусад,115сая
Паркет,3+тагттай,2016,Байхгүй,Вакум,15,Бүргэд,130.0м²,4,Лизинггүй,Баянзүрх,8,Бусад,"320,46сая"
Паркет,2тагттай,2017,Байгаа,Вакум,15,Бүргэд,147.0м²,14,Лизинггүй,Баянзүрх,6,Бусад,"367,5сая"
Паркет,3+тагттай,2015,Байхгүй,Вакум,6,Бүргэд,154.0м²,5,Лизинггүй,Хан-Уул,6,UBTown,"1,8сая"
Паркет,1тагттай,2016,Байгаа,Вакум,13,Бүргэд,41.0м²,13,Лизинггүй,Баянзүрх,3,15-рхороолол,95сая
Паркет,2тагттай,2007,Байгаа,Мод,6,Бүргэд,70.0м²,3,Лизинггүй,Сүхбаатар,4,5-рхороолол,180сая
Паркет,Тагтгүй,2017,Байхгүй,Вакум,12,Бүргэд,54.0м²,7,Хувьлизингтэй,Баянзүрх,3,16-рхороолол,"1,8сая"
Паркет,2тагттай,1989,Байхгүй,Вакум,12,Төмөр,29.0м²,6,Лизинггүй,Баянгол,4,"3,4хороолол",98сая
Паркет,1тагттай,2020,Байхгүй,Вакум,16,Бүргэд,53.2м²,10,Банкнылизингтэй,Хан-Уул,2,Нисэх,100сая
Паркет,2тагттай,2012,Байгаа,Вакум,5,Төмөр,126.0м²,4,Лизинггүй,Хан-Уул,4,Marshalltown,"2,1сая"
Паркет,1тагттай,2013,Байхгүй,Вакум,15,Бүргэд,117.0м²,10,Лизинггүй,Баянзүрх,5,ИхМонголхороолол,325сая
Паркет,1тагттай,2006,Байхгүй,Вакум,9,Бүргэд,78.6м²,3,Лизинггүй,Баянзүрх,3,Офицер,106сая
Паркет,1тагттай,2016,Байхгүй,Вакум,10,Бүргэд,45.0м²,3,Банкнылизингтэй,Хан-Уул,3,Нисэх,"1,9сая"
Паркет,1тагттай,2013,Байхгүй,Вакум,11,Бүргэд,42.0м²,6,Лизинггүй,Баянзүрх,2,16-рхороолол,69сая
Паркет,1тагттай,2021,Байхгүй,Вакум,10,Бүргэд,49.0м²,4,Лизинггүй,Чингэлтэй,3,Дэнжийн1000,85сая
Паркет,1тагттай,2010,Байхгүй,Вакум,6,Бүргэд,62.0м²,3,Банкнылизингтэй,СонгиноХайрхан,4,1-рхороолол,84сая
Паркет,1тагттай,2018,Байгаа,Вакум,16,Бүргэд,133.0м²,8,Банкнылизингтэй,Баянзүрх,6,Бусад,372сая
Паркет,1тагттай,2014,Байгаа,Вакум,12,Бүргэд,51.5м²,11,Лизинггүй,СонгиноХайрхан,3,21-рхороолол,112сая
Паркет,1тагттай,2021,Байхгүй,Вакум,12,Бүргэд,47.0м²,2,Банкнылизингтэй,Хан-Уул,3,19-рхороолол,"103,4сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,12,Бүргэд,43.0м²,9,Банкнылизингтэй,Хан-Уул,3,19-рхороолол,"94,6сая"
Паркет,Тагтгүй,2019,Байгаа,Вакум,16,Бүргэд,205.0м²,8,Лизинггүй,Сүхбаатар,4,Бусад,1390
Паркет,1тагттай,2008,Байхгүй,Вакум,5,Бүргэд,60.0м²,1,Банкнылизингтэй,Баянзүрх,2,Офицер,95сая
Паркет,1тагттай,2021,Байгаа,Вакум,11,Бүргэд,70.0м²,8,Хувьлизингтэй,Хан-Уул,3,Яармаг,"2,9сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,16,Бүргэд,41.0м²,8,Лизинггүй,Баянзүрх,2,16-рхороолол,"1,65сая"
Паркет,Тагтгүй,2020,Байгаа,Вакум,10,Бүргэд,80.0м²,2,Лизинггүй,Хан-Уул,3,Яармаг,"2,5сая"
Паркет,2тагттай,2008,Байхгүй,Вакум,6,Бүргэд,132.0м²,6,Лизинггүй,Сүхбаатар,4,11-рхороолол,275сая
Паркет,2тагттай,1982,Байхгүй,Вакум,12,Бүргэд,40.0м²,8,Лизинггүй,Баянгол,5,"3,4хороолол",150сая
Паркет,1тагттай,2021,Байхгүй,Вакум,16,Бүргэд,43.0м²,2,Лизинггүй,Баянгол,2,25-рэмийнсан,99сая
Паркет,1тагттай,2021,Байгаа,Төмөрвакум,12,Төмөрвакум,70.0м²,8,Лизинггүй,Хан-Уул,3,Яармаг,"3,1сая"
Паркет,1тагттай,1988,Байхгүй,Вакум,9,Бүргэд,105.0м²,1,Лизинггүй,СонгиноХайрхан,4,1-рхороолол,135сая
Паркет,1тагттай,2012,Байхгүй,Төмөрвакум,6,Бүргэд,133.0м²,4,Лизинггүй,Сүхбаатар,5,Багатойрог,343сая
Паркет,1тагттай,2021,Байхгүй,Вакум,15,Бүргэд,55.26м²,3,Хувьлизингтэй,Хан-Уул,2,Хүннү,"2,1сая"
Паркет,1тагттай,2020,Байхгүй,Вакум,15,Төмөр,39.06м²,10,Лизинггүй,Хан-Уул,2,Бусад,"2,2сая"
Паркет,1тагттай,2008,Байгаа,Вакум,6,Төмөр,101.0м²,2,Банкнылизингтэй,Баянзүрх,4,13-рхороолол,170сая
Паркет,1тагттай,2021,Байхгүй,Вакум,13,Бүргэд,46.39м²,3,Лизинггүй,Сүхбаатар,2,Бусад,87сая
Паркет,1тагттай,2021,Байхгүй,Вакум,12,Бүргэд,76.0м²,8,Хувьлизингтэй,Хан-Уул,4,Нисэх,"151,78сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,13,Бүргэд,45.88м²,12,Лизинггүй,СонгиноХайрхан,2,1-рхороолол,2сая
Паркет,1тагттай,2014,Байхгүй,Вакум,16,Бүргэд,53.0м²,15,Лизинггүй,СонгиноХайрхан,3,1-рхороолол,"86,7сая"
Паркет,1тагттай,2011,Байхгүй,Вакум,15,Бүргэд,59.23м²,4,Банкнылизингтэй,Сүхбаатар,2,5-рхороолол,165сая
Паркет,1тагттай,2010,Байхгүй,Вакум,4,Бүргэд,67.0м²,1,Лизинггүй,Баянзүрх,2,Офицер,95сая
Паркет,1тагттай,2006,Байхгүй,Вакум,10,Бүргэд,60.0м²,1,Лизинггүй,Баянгол,4,Баруун4зам,"1,8сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,9,Бүргэд,68.5м²,7,Лизинггүй,Чингэлтэй,3,Баянбүрд,"1,7сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,14,Бүргэд,82.4м²,4,Лизинггүй,Хан-Уул,4,Яармаг,"2,65сая"
Паркет,1тагттай,2011,Байхгүй,Вакум,16,Бүргэд,38.0м²,8,Лизинггүй,Баянгол,2,10-рхороолол,65сая
Паркет,1тагттай,2021,Байгаа,Вакум,12,Бүргэд,47.0м²,8,Лизинггүй,Хан-Уул,3,19-рхороолол,"103,5сая"
Паркет,1тагттай,2018,Байхгүй,Вакум,5,Бүргэд,50.0м²,2,Банкнылизингтэй,СонгиноХайрхан,2,21-рхороолол,70сая
Паркет,2тагттай,2010,Байгаа,Вакум,10,Төмөрвакум,150.0м²,4,Лизинггүй,Баянзүрх,5,Сансар,330сая
Цемент,2тагттай,1986,Байхгүй,Вакум,12,Бүргэд,40.0м²,12,Банкнылизингтэй,Баянгол,5,"3,4хороолол",125сая
Паркет,1тагттай,2016,Байхгүй,Вакум,12,Төмөр,44.0м²,7,Хувьлизингтэй,Баянзүрх,2,Сансар,83сая
Паркет,1тагттай,2019,Байхгүй,Вакум,16,Төмөр,42.0м²,7,Хувьлизингтэй,Баянзүрх,2,Бусад,98сая
Паркет,1тагттай,2013,Байхгүй,Вакум,12,Бүргэд,35.0м²,4,Лизинггүй,Баянгол,2,"3,4хороолол",59сая
Паркет,2тагттай,2017,Байхгүй,Вакум,12,Бүргэд,54.5м²,3,Хувьлизингтэй,Хан-Уул,2,Нарныхороолол,"1,8сая"
Паркет,1тагттай,2008,Байхгүй,Вакум,16,Бүргэд,32.75м²,9,Лизинггүй,Баянгол,1,Богд-Ар,61сая
Паркет,1тагттай,2013,Байгаа,Вакум,12,Бүргэд,53.45м²,6,Лизинггүй,СонгиноХайрхан,3,21-рхороолол,76сая
Паркет,Тагтгүй,2013,Байхгүй,Вакум,7,Төмөр,105.0м²,1,Лизинггүй,Хан-Уул,3,Marshalltown,2сая
Ламинат,1тагттай,2019,Байхгүй,Вакум,4,Бүргэд,53.1м²,2,Лизинггүй,Хан-Уул,4,Яармаг,133сая
Паркет,2тагттай,2017,Байгаа,Вакум,12,Бүргэд,87.0м²,9,Банкнылизингтэй,Баянзүрх,4,Бусад,"147,9сая"
Паркет,1тагттай,2018,Байхгүй,Вакум,16,Бүргэд,90.0м²,5,Лизинггүй,Баянзүрх,4,Sunrise,210сая
Паркет,1тагттай,2011,Байхгүй,Вакум,12,Бүргэд,33.4м²,8,Лизинггүй,Баянгол,2,1-рхороолол,70сая
Плита,1тагттай,2021,Байгаа,Вакум,9,Төмөр,70.0м²,1,Лизинггүй,Баянгол,4,5шар,"1,6сая"
Плита,1тагттай,2021,Байгаа,Вакум,9,Төмөр,44.0м²,1,Лизинггүй,Баянгол,3,5шар,"1,6сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,16,Бүргэд,47.0м²,9,Лизинггүй,Хан-Уул,2,Яармаг,"1,7сая"
Паркет,1тагттай,2013,Байгаа,Вакум,5,Бүргэд,55.0м²,2,Лизинггүй,СонгиноХайрхан,3,21-рхороолол,75сая
Паркет,Тагтгүй,2009,Байхгүй,Вакум,12,Бүргэд,34.0м²,11,Лизинггүй,СонгиноХайрхан,2,Москвахороолол,58сая
Паркет,1тагттай,1984,Байхгүй,Вакум,12,Бүргэд,29.0м²,3,Лизинггүй,Баянгол,4,"3,4хороолол",106сая
Паркет,1тагттай,2021,Байхгүй,Вакум,5,Төмөр,42.86м²,4,Лизинггүй,Баянзүрх,3,Бусад,"1,7сая"
Паркет,1тагттай,2021,Байгаа,Вакум,16,Бүргэд,45.99м²,15,Лизинггүй,Хан-Уул,2,19-рхороолол,2сая
Паркет,2тагттай,2019,Байгаа,Вакум,9,Төмөрвакум,116.87м²,6,Лизинггүй,Хан-Уул,5,Яармаг,"4,1сая"
Паркет,1тагттай,2020,Байхгүй,Вакум,16,Төмөр,64.55м²,8,Лизинггүй,Хан-Уул,2,Яармаг,165сая
Паркет,1тагттай,2021,Байхгүй,Вакум,12,Бүргэд,43.0м²,6,Банкнылизингтэй,СонгиноХайрхан,2,Ханынматериал,"75,5сая"
Паркет,2тагттай,2014,Байгаа,Вакум,5,Төмөр,200.0м²,2,Лизинггүй,Хан-Уул,6,Зайсан,600сая
Паркет,2тагттай,2019,Байгаа,Вакум,15,Төмөр,137.0м²,3,Лизинггүй,Баянзүрх,6,Баянмонголхороолол,"3,3сая"
Паркет,2тагттай,2020,Байхгүй,Вакум,16,Бүргэд,90.18м²,14,Лизинггүй,Хан-Уул,6,19-рхороолол,"252,5сая"
Паркет,Тагтгүй,1987,Байхгүй,Вакум,1,Бүргэд,70.0м²,1,Лизинггүй,СонгиноХайрхан,4,5шар,80сая
Паркет,2тагттай,1990,Байхгүй,Вакум,9,Бүргэд,80.0м²,6,Лизинггүй,СонгиноХайрхан,4,Бусад,80сая
Паркет,1тагттай,1998,Байхгүй,Вакум,9,Бүргэд,18.0м²,3,Лизинггүй,СонгиноХайрхан,3,21-рхороолол,57сая
Паркет,1тагттай,2013,Байгаа,Вакум,7,Бүргэд,90.0м²,1,Лизинггүй,Хан-Уул,4,Japantown,"4,15сая"
Паркет,1тагттай,2008,Байхгүй,Вакум,12,Бүргэд,60.86м²,2,Лизинггүй,Чингэлтэй,4,"40,50мянгат","170,4сая"
Паркет,1тагттай,1990,Байхгүй,Вакум,5,Бүргэд,80.0м²,4,Лизинггүй,СонгиноХайрхан,4,21-рхороолол,69сая
Паркет,1тагттай,2020,Байхгүй,Вакум,16,Төмөр,96.59м²,5,Банкнылизингтэй,Хан-Уул,3,Бусад,309сая
Паркет,1тагттай,2018,Байхгүй,Вакум,5,Бүргэд,37.5м²,2,Хувьлизингтэй,Налайх,2,Бусад,62сая
Паркет,Тагтгүй,2019,Байхгүй,Модонвакум,15,Төмөр,63.0м²,14,Хувьлизингтэй,Баянзүрх,3,13-рхороолол,160сая
Паркет,1тагттай,2015,Байгаа,Төмөрвакум,5,Төмөрвакум,45.2м²,3,Лизинггүй,Хан-Уул,2,Бусад,105сая
Паркет,1тагттай,1996,Байгаа,Вакум,9,Бүргэд,70.0м²,1,Лизинггүй,Баянгол,4,6-рбичил,100сая
Паркет,2тагттай,2020,Байхгүй,Вакум,16,Бүргэд,146.0м²,10,Лизинггүй,Баянзүрх,5,Бусад,247сая
Паркет,2тагттай,2021,Байгаа,Вакум,12,Бүргэд,76.0м²,4,Хувьлизингтэй,Хан-Уул,4,Бусад,2сая
Паркет,Тагтгүй,2013,Байхгүй,Вакум,10,Бүргэд,49.0м²,1,Лизинггүй,Баянзүрх,2,15-рхороолол,80сая
Паркет,1тагттай,2013,Байхгүй,Вакум,5,Бүргэд,53.5м²,2,Лизинггүй,Баянгол,2,"3,4хороолол",90сая
Паркет,1тагттай,2021,Байхгүй,Вакум,5,Бүргэд,50.5м²,4,Лизинггүй,Баянзүрх,3,Офицер,"85,85сая"
Паркет,1тагттай,2020,Байхгүй,Вакум,16,Бүргэд,71.0м²,12,Банкнылизингтэй,СонгиноХайрхан,4,21-рхороолол,"1,55сая"
Паркет,1тагттай,2014,Байхгүй,Вакум,15,Бүргэд,52.69м²,14,Лизинггүй,СонгиноХайрхан,2,21-рхороолол,"89,5сая"
Паркет,1тагттай,2016,Байхгүй,Вакум,13,Бүргэд,61.5м²,9,Лизинггүй,Баянзүрх,2,15-рхороолол,"1,8сая"
Паркет,1тагттай,2019,Байхгүй,Вакум,12,Бүргэд,65.3м²,3,Хувьлизингтэй,Баянзүрх,4,Офицер,145сая
Паркет,1тагттай,2021,Байхгүй,Вакум,15,Бүргэд,57.0м²,5,Хувьлизингтэй,Хан-Уул,2,Нисэх,100сая
Паркет,1тагттай,2021,Байхгүй,Вакум,16,Бүргэд,41.86м²,10,Лизинггүй,Баянзүрх,3,Чулууновоо,"1,45сая"
Паркет,1тагттай,2015,Байхгүй,Вакум,13,Бүргэд,63.29м²,9,Банкнылизингтэй,Баянгол,3,Нарныхороолол,140сая
Паркет,1тагттай,2016,Байхгүй,Вакум,16,Бүргэд,134.0м²,6,Лизинггүй,Баянзүрх,6,Баянмонголхороолол,"2,85сая"
Паркет,1тагттай,2020,Байхгүй,Вакум,16,Бүргэд,65.0м²,1,Банкнылизингтэй,Хан-Уул,2,19-рхороолол,"2,04сая"
Паркет,2тагттай,1989,Байхгүй,Вакум,9,Бүргэд,90.0м²,1,Лизинггүй,СонгиноХайрхан,5,Бусад,140сая
Паркет,2тагттай,2014,Байхгүй,Вакум,16,Бүргэд,40.0м²,5,Банкнылизингтэй,СонгиноХайрхан,2,1-рхороолол,57сая
Паркет,2тагттай,1986,Байхгүй,Вакум,5,Бүргэд,74.0м²,5,Лизинггүй,Баянзүрх,4,16-рхороолол,105сая
Паркет,1тагттай,2021,Байхгүй,Вакум,15,Бүргэд,46.0м²,12,Лизинггүй,СонгиноХайрхан,2,1-рхороолол,85сая
Паркет,2тагттай,1999,Байхгүй,Вакум,6,Бүргэд,42.0м²,1,Лизинггүй,Чингэлтэй,4,Багатойрог,140сая
Паркет,1тагттай,2020,Байхгүй,Вакум,12,Бүргэд,68.0м²,5,Банкнылизингтэй,Хан-Уул,3,Яармаг,"1,95сая"
Паркет,2тагттай,2009,Байгаа,Вакум,9,Бүргэд,165.4м²,8,Лизинггүй,Баянзүрх,8,13-рхороолол,"330,8сая"
Паркет,Тагтгүй,2014,Байгаа,Вакум,16,Бүргэд,119.4м²,7,Лизинггүй,Баянзүрх,4,Баянмонголхороолол,310сая
Паркет,1тагттай,2000,Байхгүй,Вакум,12,Бүргэд,42.0м²,12,Лизинггүй,СонгиноХайрхан,2,1-рхороолол,60сая
Паркет,1тагттай,2018,Байхгүй,Вакум,12,Бүргэд,47.0м²,4,Банкнылизингтэй,Баянзүрх,2,Өгөөмөрзахынзүүн,"2,1сая"
Паркет,1тагттай,2020,Байхгүй,Вакум,16,Бүргэд,56.0м²,2,Банкнылизингтэй,Баянгол,2,"3,4хороолол","2,3сая"
Паркет,1тагттай,2016,Байхгүй,Вакум,10,Бүргэд,49.16м²,5,Лизинггүй,Хан-Уул,2,Нисэх,90сая
Паркет,Тагтгүй,2013,Байхгүй,Вакум,10,Бүргэд,48.43м²,1,Лизинггүй,Баянзүрх,2,15-рхороолол,80сая
Паркет,1тагттай,2020,Байхгүй,Вакум,16,Бүргэд,75.0м²,11,Лизинггүй,Хан-Уул,3,Яармаг,"1,65сая"
Паркет,1тагттай,2017,Байхгүй,Вакум,12,Бүргэд,73.0м²,1,Лизинггүй,Хан-Уул,3,Яармаг,149сая
Паркет,1тагттай,2015,Байхгүй,Вакум,18,Бүргэд,40.17м²,5,Лизинггүй,Баянгол,2,10-рхороолол,70сая
Паркет,2тагттай,1985,Байхгүй,Вакум,9,Бүргэд,80.0м²,5,Лизинггүй,СонгиноХайрхан,4,1-рхороолол,120сая
Паркет,1тагттай,2012,Байхгүй,Вакум,10,Бүргэд,42.0м²,6,Банкнылизингтэй,Баянзүрх,2,16-рхороолол,85сая
Паркет,1тагттай,2014,Байхгүй,Модонвакум,13,Төмөр,87.2м²,8,Лизинггүй,Чингэлтэй,3,Бусад,315сая
Паркет,Тагтгүй,2020,Байхгүй,Вакум,16,Бүргэд,52.3м²,7,Лизинггүй,Хан-Уул,2,Яармаг,"2,1сая"
Паркет,1тагттай,2015,Байхгүй,Вакум,12,Бүргэд,83.66м²,9,Лизинггүй,Хан-Уул,4,Зайсан,"2,45сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,15,Вакум,62.98м²,8,Лизинггүй,Сүхбаатар,3,Дөлгөөннуур,"1,95сая"
Паркет,1тагттай,2020,Байхгүй,Вакум,15,Бүргэд,50.83м²,5,Лизинггүй,Баянзүрх,2,Бусад,85сая
Паркет,1тагттай,2021,Байхгүй,Вакум,10,Бүргэд,103.4м²,4,Лизинггүй,Хан-Уул,5,Зайсан,"361,9сая"
Паркет,1тагттай,2013,Байхгүй,Вакум,12,Бүргэд,46.9м²,10,Банкнылизингтэй,Баянзүрх,2,Зүүн4зам,85сая
Паркет,1тагттай,2021,Байхгүй,Төмөрвакум,9,Төмөрвакум,54.33м²,5,Лизинггүй,Баянзүрх,3,Амгалан,"89,7сая"
Паркет,1тагттай,2014,Байхгүй,Вакум,9,Бүргэд,42.0м²,7,Лизинггүй,Хан-Уул,1,15-рхороолол,"2,2сая"
Паркет,1тагттай,2019,Байхгүй,Вакум,12,Бүргэд,54.04м²,7,Лизинггүй,Сүхбаатар,3,"40,50мянгат",245сая
Паркет,1тагттай,2021,Байхгүй,Вакум,13,Бүргэд,46.65м²,12,Банкнылизингтэй,Баянзүрх,2,14-рхороолол,"1,85сая"
Паркет,1тагттай,2008,Байхгүй,Вакум,12,Бүргэд,44.6м²,7,Лизинггүй,Хан-Уул,2,Хос-Өргөө,88сая
Паркет,2тагттай,2021,Байгаа,Вакум,16,Бүргэд,51.77м²,10,Хувьлизингтэй,Баянзүрх,2,Офицер,"1,5сая"
Паркет,1тагттай,2021,Байхгүй,Төмөрвакум,18,Төмөр,96.0м²,8,Хувьлизингтэй,Хан-Уул,5,Яармаг,"337,75сая"
Паркет,1тагттай,2010,Байгаа,Вакум,10,Бүргэд,132.0м²,10,Лизинггүй,Баянгол,8,Бусад,210сая
Паркет,Тагтгүй,2008,Байхгүй,Вакум,4,Бүргэд,95.82м²,4,Лизинггүй,Хан-Уул,5,Зайсан,165сая
Паркет,1тагттай,2021,Байхгүй,Вакум,5,Бүргэд,43.82м²,4,Лизинггүй,Баянзүрх,3,Офицер,"74,49сая"
Паркет,1тагттай,2016,Байхгүй,Вакум,16,Бүргэд,40.2м²,11,Лизинггүй,Баянгол,2,10-рхороолол,78сая
Паркет,1тагттай,2021,Байхгүй,Вакум,5,Бүргэд,42.86м²,4,Лизинггүй,Баянзүрх,3,Офицер,"72,86сая"
Паркет,1тагттай,2018,Байхгүй,Вакум,16,Бүргэд,43.8м²,11,Лизинггүй,Баянгол,4,"3,4хороолол",95сая
Паркет,1тагттай,2021,Байхгүй,Вакум,5,Бүргэд,37.71м²,4,Лизинггүй,Баянзүрх,2,Офицер,"64,11сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,12,Төмөр,42.0м²,5,Лизинггүй,СонгиноХайрхан,3,21-рхороолол,77сая
Паркет,1тагттай,2012,Байхгүй,Вакум,9,Төмөр,57.3м²,8,Лизинггүй,Сүхбаатар,3,Бусад,140сая
Паркет,1тагттай,2004,Байхгүй,Вакум,9,Бүргэд,67.5м²,5,Лизинггүй,Баянгол,4,25-рэмийнсан,95сая
Паркет,1тагттай,2019,Байхгүй,Вакум,9,Бүргэд,59.18м²,3,Лизинггүй,Хан-Уул,4,Зайсан,150сая
Паркет,1тагттай,1995,Байхгүй,Вакум,9,Бүргэд,56.0м²,7,Лизинггүй,Баянгол,3,6-рбичил,85сая
Паркет,1тагттай,2021,Байхгүй,Төмөрвакум,12,Төмөрвакум,43.8м²,7,Лизинггүй,Сүхбаатар,2,11-рхороолол,91сая
Паркет,1тагттай,2021,Байхгүй,Төмөрвакум,13,Төмөрвакум,78.0м²,7,Лизинггүй,Хан-Уул,3,Яармаг,"1,8сая"
Паркет,1тагттай,1995,Байхгүй,Вакум,9,Бүргэд,54.0м²,7,Лизинггүй,Баянгол,3,6-рбичил,85сая
Паркет,2тагттай,2009,Байхгүй,Вакум,5,Бүргэд,116.0м²,5,Лизинггүй,Хан-Уул,8,19-рхороолол,230сая
Паркет,1тагттай,2015,Байхгүй,Вакум,5,Бүргэд,38.0м²,4,Лизинггүй,СонгиноХайрхан,2,21-рхороолол,56сая
Паркет,1тагттай,2021,Байхгүй,Вакум,16,Төмөр,43.09м²,7,Лизинггүй,Хан-Уул,2,Яармаг,65сая
Паркет,1тагттай,2011,Байгаа,Төмөрвакум,7,Бүргэд,90.1м²,1,Лизинггүй,Хан-Уул,4,Japantown,"4,15сая"
Цемент,1тагттай,2011,Байгаа,Вакум,12,Бүргэд,39.0м²,2,Банкнылизингтэй,Баянзүрх,2,Офицер,68сая
